TransactionID,pipeline,fraud_prob,prediction,e2e_latency_ms,score_latency_ms,batch_score_ms,batch_latency_s
A1#3663838,A1,0.174578,legit,13.732,0.424,,
A2#3664070,A2,0.013162,legit,46.393,,2.182,
A2#3663867,A2,0.054539,legit,40.914,,0.383,
A1#3664143,A1,0.08723,legit,14.543,0.403,,
A2#3664171,A2,0.125128,legit,50.131,,0.412,
B0#3664111,B0,0.034124,legit,,0.399,,80.2414
enrichment_on#3663559,A2,0.075233,legit,9698.864,,6.125,
B0#3664454,B0,0.696369,fraud,,0.398,,131.9667
A2#3664413,A2,0.107098,legit,42.964,,0.4,
B0#3664075,B0,0.060043,legit,,0.375,,75.2745
A1#3664027,A1,0.031304,legit,14.962,0.4,,
3663723,A2,0.336019,legit,37.947,,0.635,
B0#3664227,B0,0.010652,legit,,0.443,,95.69
A1#3663694,A1,0.039336,legit,13.302,0.41,,
B0#3663742,B0,0.119323,legit,,0.375,,26.238
A1#3663598,A1,0.318733,legit,13.906,0.414,,
B0#3664543,B0,0.009462,legit,,0.353,,145.7345
B0#3663976,B0,0.136652,legit,,0.403,,60.4799
A2#3664521,A2,0.135081,legit,45.527,,0.46,
A2#3664250,A2,0.018113,legit,38.421,,0.373,
A1#3664006,A1,0.095966,legit,14.621,0.432,,
A2#3663859,A2,0.165884,legit,43.87,,0.448,
A1#3664443,A1,0.011271,legit,12.801,0.4,,
B0#3663997,B0,0.135804,legit,,0.372,,64.1059
A1#3663992,A1,0.394695,legit,18.071,0.449,,
A1#3663815,A1,0.129468,legit,15.229,0.377,,
A2#3663822,A2,0.027353,legit,38.488,,0.396,
A2#3663598,A2,0.318733,legit,37.588,,0.418,
B0#3664428,B0,0.010991,legit,,0.366,,127.8545
A2#3664252,A2,0.016989,legit,56.02,,0.408,
A1#3664158,A1,0.174951,legit,11.634,0.416,,
A1#3663752,A1,0.066787,legit,13.234,0.651,,
A2#3663797,A2,0.024524,legit,61.402,,0.406,
enrichment_off#3663731,A2,0.062755,legit,39.827,,0.597,
A1#3663800,A1,0.49027,legit,15.96,0.407,,
enrichment_off#3663602,A2,0.413606,legit,5121.518,,0.89,
A1#3664021,A1,0.180452,legit,16.485,0.389,,
A2#3663626,A2,0.333734,legit,62.99,,0.523,
enrichment_on#3663598,A2,0.318733,legit,5269.869,,2.567,
A2#3663930,A2,0.027938,legit,40.763,,0.387,
A1#3664274,A1,0.11087,legit,15.775,0.37,,
A1#3663859,A1,0.165884,legit,12.721,0.394,,
enrichment_on#3663697,A2,0.148929,legit,37.878,,0.615,
A1#3663610,A1,0.159149,legit,15.06,0.395,,
A1#3664142,A1,0.047978,legit,15.617,0.437,,
A1#3664402,A1,0.082236,legit,13.651,0.44,,
B0#3663982,B0,0.138543,legit,,0.398,,61.3102
3663575,A2,0.086548,legit,7706.371,,6.052,
B0#3663987,B0,0.132346,legit,,0.386,,62.3082
B0#3663882,B0,0.021199,legit,,0.378,,45.7108
enrichment_off#3663563,A2,0.138495,legit,7766.088,,0.655,
A1#3663748,A1,0.006167,legit,12.959,0.415,,
A1#3663657,A1,0.080782,legit,13.479,0.412,,
A1#3663640,A1,0.041839,legit,15.493,0.476,,
B0#3663915,B0,0.049322,legit,,0.387,,51.147
A1#3664028,A1,0.041251,legit,15.638,0.411,,
enrichment_on#3663643,A2,0.023769,legit,2268.693,,0.794,
A2#3663625,A2,0.023236,legit,54.628,,0.41,
A1#3663880,A1,0.261027,legit,12.757,0.394,,
B0#3663786,B0,0.087894,legit,,0.476,,33.0262
A1#3664040,A1,0.080204,legit,12.687,0.365,,
A2#3664245,A2,0.040559,legit,44.254,,0.421,
B0#3663652,B0,0.040271,legit,,0.376,,14.748
A2#3663949,A2,0.265479,legit,38.749,,0.414,
A1#3663963,A1,0.047432,legit,17.011,0.382,,
3663737,A2,0.016545,legit,42.011,,0.624,
A2#3664524,A2,0.042089,legit,37.037,,0.397,
B0#3663907,B0,0.045683,legit,,0.357,,49.8687
B0#3664537,B0,0.014086,legit,,0.378,,144.9943
3663716,A2,0.114628,legit,41.423,,0.581,
A1#3664094,A1,0.079615,legit,16.026,0.812,,
A1#3663951,A1,0.045229,legit,14.411,0.388,,
B0#3663585,B0,0.098037,legit,,0.393,,5.9946
B0#3664157,B0,0.043899,legit,,0.364,,85.905
B0#3663718,B0,0.053593,legit,,0.445,,22.6564
enrichment_off#3663640,A2,0.041839,legit,2220.193,,0.807,
A1#3663964,A1,0.392689,legit,12.225,0.423,,
A1#3663975,A1,0.077321,legit,14.648,0.39,,
A2#3664121,A2,0.015186,legit,52.309,,0.397,
B0#3663777,B0,0.057778,legit,,0.437,,31.7817
A2#3663902,A2,0.028872,legit,46.923,,2.074,
B0#3663835,B0,0.084808,legit,,0.352,,39.3635
B0#3663810,B0,0.056603,legit,,0.367,,35.9873
3663576,A2,0.160826,legit,7630.371,,6.052,
B0#3663569,B0,0.026603,legit,,0.382,,3.4049
A2#3663737,A2,0.016545,legit,45.919,,0.431,
3663582,A2,0.082821,legit,6826.876,,5.916,
A1#3664172,A1,0.05872,legit,14.704,0.422,,
A1#3664258,A1,0.017569,legit,17.865,0.385,,
3663698,A2,0.079631,legit,42.137,,0.587,
A2#3664249,A2,0.060223,legit,90.694,,3.914,
A2#3663589,A2,0.5108,fraud,45.549,,0.4,
enrichment_on#3663733,A2,0.084864,legit,39.385,,0.605,
A1#3664053,A1,0.372516,legit,17.583,0.373,,
A2#3664148,A2,0.02045,legit,39.403,,0.419,
B0#3663761,B0,0.209204,legit,,0.36,,29.306
enrichment_on#3663630,A2,0.170553,legit,3212.693,,0.794,
B0#3663876,B0,0.211329,legit,,0.379,,44.7365
B0#3664395,B0,0.025053,legit,,0.381,,123.7431
A1#3663703,A1,0.037782,legit,14.375,0.375,,
enrichment_on#3663702,A2,0.045538,legit,45.48,,0.63,
B0#3663886,B0,0.035798,legit,,0.383,,46.3784
A2#3664002,A2,0.150385,legit,40.88,,0.412,
A2#3663608,A2,0.031858,legit,51.378,,4.997,
B0#3664393,B0,0.111657,legit,,0.364,,123.4354
B0#3664105,B0,0.016977,legit,,0.374,,79.3894
enrichment_on#3663589,A2,0.5108,fraud,5932.869,,2.567,
A2#3664180,A2,0.072599,legit,41.453,,0.419,
B0#3664305,B0,0.023909,legit,,1.853,,107.5782
B0#3664137,B0,0.223866,legit,,0.365,,83.322
B0#3663828,B0,0.933365,fraud,,0.415,,38.3791
A2#3664143,A2,0.08723,legit,46.384,,0.434,
enrichment_off#3663625,A2,0.031625,legit,3896.277,,0.804,
A2#3664061,A2,0.032186,legit,40.21,,0.387,
3663594,A2,0.074558,legit,4690.82,,0.785,
A2#3664005,A2,0.051718,legit,41.492,,0.416,
A2#3663936,A2,0.138244,legit,42.863,,0.427,
3663734,A2,0.007353,legit,39.509,,0.616,
B0#3663948,B0,0.03016,legit,,0.394,,56.5537
A1#3664054,A1,0.100247,legit,13.661,0.394,,
enrichment_on#3663626,A2,0.264666,legit,3731.693,,0.794,
B0#3664140,B0,0.015081,legit,,0.364,,83.6877
B0#3664017,B0,0.030235,legit,,0.372,,67.8888
3663660,A2,0.025138,legit,36.783,,0.622,
enrichment_on#3663681,A2,0.01944,legit,54.493,,2.361,
B0#3664485,B0,0.074324,legit,,0.365,,137.7431
A1#3664492,A1,0.014809,legit,13.859,0.415,,
enrichment_on#3663729,A2,0.043101,legit,37.648,,0.615,
A1#3664334,A1,0.193457,legit,13.451,0.405,,
B0#3663743,B0,0.067502,legit,,0.362,,26.4689
B0#3663792,B0,0.041881,legit,,0.393,,33.6766
A2#3663899,A2,0.090344,legit,37.257,,0.41,
A1#3664364,A1,0.082937,legit,13.676,0.4,,
A1#3663790,A1,0.236616,legit,13.83,0.381,,
A2#3664265,A2,0.085989,legit,39.297,,0.406,
B0#3663877,B0,0.147582,legit,,0.385,,45.0392
A1#3664130,A1,0.13724,legit,12.76,0.387,,
B0#3663930,B0,0.027938,legit,,0.412,,53.4583
B0#3664324,B0,0.039583,legit,,1.845,,112.1343
A2#3663917,A2,0.032273,legit,38.849,,0.419,
A1#3663669,A1,0.167678,legit,14.05,0.409,,
B0#3664370,B0,0.114141,legit,,0.392,,120.3932
A1#3663954,A1,0.027681,legit,14.489,0.389,,
enrichment_on#3663675,A2,0.081393,legit,60.256,,3.384,
A2#3663639,A2,0.0247,legit,38.316,,0.392,
A2#3664253,A2,0.017209,legit,53.071,,0.43,
B0#3663608,B0,0.031858,legit,,0.391,,9.1668
A1#3664312,A1,0.212115,legit,14.914,0.411,,
3663736,A2,0.153962,legit,38.607,,0.6,
B0#3664531,B0,0.059113,legit,,0.452,,144.2333
A1#3663995,A1,0.035733,legit,15.42,0.412,,
A1#3663965,A1,0.063544,legit,14.273,0.376,,
A2#3663587,A2,0.386691,legit,796.89,,0.509,
B0#3664533,B0,0.013642,legit,,0.359,,144.4828
B0#3664511,B0,0.119748,legit,,0.367,,141.4008
enrichment_on#3663572,A2,0.082263,legit,9129.574,,6.225,
B0#3663609,B0,0.070097,legit,,1.866,,9.3109
A1#3663614,A1,0.311136,legit,13.244,0.389,,
A1#3664048,A1,0.017432,legit,22.55,0.4,,
A1#3663921,A1,0.450108,legit,72.158,0.423,,
A2#3663818,A2,0.180599,legit,37.008,,0.413,
enrichment_off#3663724,A2,0.045119,legit,37.726,,0.614,
enrichment_on#3663654,A2,0.041231,legit,1709.686,,17.86,
enrichment_on#3663745,A2,0.385429,legit,40.981,,0.61,
B0#3664366,B0,0.110041,legit,,0.401,,119.7149
enrichment_off#3663671,A2,0.052301,legit,45.313,,7.252,
A1#3663892,A1,0.162583,legit,14.97,0.387,,
B0#3663602,B0,0.455441,legit,,0.434,,8.3879
B0#3663580,B0,0.177187,legit,,0.407,,5.2449
3663717,A2,0.073557,legit,37.692,,0.606,
A1#3663810,A1,0.056603,legit,14.924,0.365,,
A2#3664261,A2,0.007915,legit,50.425,,2.097,
B0#3663574,B0,0.047904,legit,,0.387,,4.1334
3663590,A2,0.060568,legit,5111.237,,5.355,
3663746,A2,0.118921,legit,42.506,,0.573,
enrichment_off#3663562,A2,0.031443,legit,8020.335,,9.382,
A2#3664167,A2,0.147747,legit,44.287,,0.482,
B0#3664405,B0,0.162363,legit,,0.381,,124.973
A2#3663693,A2,0.175668,legit,43.084,,0.421,
B0#3664378,B0,0.139308,legit,,0.39,,121.5497
B0#3664030,B0,0.012005,legit,,0.378,,69.5499
A2#3664320,A2,0.02399,legit,42.078,,0.385,
B0#3664197,B0,0.017889,legit,,0.432,,91.5882
A1#3664487,A1,0.014504,legit,14.126,0.407,,
A1#3664228,A1,0.1049,legit,43.675,0.382,,
A1#3664068,A1,0.317559,legit,14.816,0.441,,
A2#3663605,A2,0.13803,legit,37.83,,0.387,
enrichment_on#3663655,A2,0.305094,legit,1315.073,,0.836,
A1#3664534,A1,0.248175,legit,13.764,0.389,,
B0#3664321,B0,0.150907,legit,,0.367,,111.4616
A1#3663646,A1,0.088688,legit,12.948,0.383,,
A1#3664412,A1,0.201383,legit,14.708,0.398,,
3663568,A2,0.101023,legit,7873.876,,5.916,
A1#3663583,A1,0.065164,legit,2457.64,0.377,,
B0#3663814,B0,0.025801,legit,,0.364,,36.5437
enrichment_on#3663708,A2,0.014364,legit,44.407,,0.667,
B0#3664281,B0,0.099201,legit,,0.427,,104.1327
B0#3663675,B0,0.081393,legit,,0.407,,17.5645
B0#3664252,B0,0.016989,legit,,0.503,,99.1263
B0#3664540,B0,0.019724,legit,,0.347,,145.4185
A1#3664105,A1,0.016977,legit,47.819,0.368,,
A1#3663900,A1,0.16426,legit,16.114,0.399,,
A1#3664343,A1,0.054649,legit,19.132,0.375,,
A2#3663900,A2,0.16426,legit,57.671,,2.048,
B0#3664423,B0,0.08243,legit,,0.619,,127.2737
A2#3664014,A2,0.117711,legit,37.653,,0.415,
A2#3663773,A2,0.842334,fraud,56.892,,0.419,
A2#3663658,A2,0.037883,legit,44.535,,0.408,
B0#3663785,B0,0.109475,legit,,0.416,,32.8944
A2#3663866,A2,0.085771,legit,38.746,,0.384,
A2#3664538,A2,0.059075,legit,47.146,,0.462,
B0#3664112,B0,0.022054,legit,,0.378,,80.3601
A2#3664533,A2,0.013642,legit,59.141,,0.446,
A2#3664331,A2,0.02674,legit,38.508,,0.428,
A2#3663919,A2,0.389666,legit,50.582,,0.404,
A1#3664423,A1,0.08243,legit,16.15,0.392,,
enrichment_off#3663725,A2,0.058257,legit,37.539,,0.613,
A1#3663779,A1,0.02949,legit,13.956,0.415,,
enrichment_off#3663643,A2,0.023769,legit,2360.107,,0.82,
A1#3663750,A1,0.049491,legit,15.835,0.393,,
A1#3663982,A1,0.138543,legit,18.543,0.417,,
A1#3663685,A1,0.136604,legit,62.219,0.42,,
B0#3664215,B0,0.057558,legit,,0.4,,94.0836
enrichment_off#3663748,A2,0.006167,legit,36.987,,0.603,
A2#3663883,A2,0.123214,legit,41.701,,0.404,
B0#3663818,B0,0.180599,legit,,0.492,,37.0279
B0#3664169,B0,0.136499,legit,,0.379,,87.3556
enrichment_off#3663595,A2,0.009476,legit,5979.532,,0.835,
A2#3664268,A2,0.050877,legit,37.527,,0.389,
A1#3663696,A1,0.030439,legit,11.908,0.381,,
A1#3664009,A1,0.151884,legit,17.573,2.064,,
A2#3664402,A2,0.082236,legit,41.296,,0.404,
enrichment_on#3663658,A2,0.028767,legit,966.36,,5.664,
B0#3664470,B0,0.138031,legit,,0.375,,135.0416
A2#3664414,A2,0.048691,legit,46.241,,0.398,
A1#3664043,A1,0.17225,legit,16.519,0.394,,
A2#3664424,A2,0.243508,legit,43.328,,0.39,
enrichment_off#3663720,A2,0.025174,legit,46.748,,0.645,
B0#3664303,B0,0.04584,legit,,0.391,,107.2139
B0#3663905,B0,0.09091,legit,,0.435,,49.5819
B0#3664122,B0,0.067712,legit,,0.365,,81.6036
A2#3663788,A2,0.160168,legit,62.366,,0.398,
B0#3664186,B0,0.032837,legit,,0.368,,90.0295
B0#3664524,B0,0.053014,legit,,0.382,,143.3577
A1#3664237,A1,0.055094,legit,16.664,0.433,,
B0#3663642,B0,0.060857,legit,,0.4,,13.5378
B0#3664163,B0,0.072047,legit,,0.365,,86.6417
A1#3664530,A1,0.311371,legit,11.645,0.398,,
B0#3663941,B0,0.169449,legit,,0.38,,55.3711
enrichment_on#3663713,A2,0.179037,legit,38.615,,0.6,
A2#3663561,A2,0.224079,legit,11295.839,,4.011,
B0#3663692,B0,0.080222,legit,,0.367,,19.5876
B0#3663573,B0,0.340256,legit,,0.395,,4.0044
A2#3663997,A2,0.135804,legit,36.44,,0.418,
B0#3663840,B0,0.033688,legit,,0.347,,40.023
B0#3664547,B0,0.028865,legit,,0.381,,146.2272
A2#3664396,A2,0.012891,legit,47.107,,6.849,
B0#3664283,B0,0.101539,legit,,0.358,,104.4199
3663571,A2,0.046674,legit,6419.862,,0.807,
B0#3664011,B0,0.060593,legit,,0.381,,67.0696
A1#3663722,A1,0.031726,legit,18.617,0.396,,
A2#3664011,A2,0.060593,legit,38.533,,0.399,
A2#3663743,A2,0.067502,legit,46.648,,0.395,
A1#3664359,A1,0.148971,legit,17.99,0.429,,
A2#3663619,A2,0.042936,legit,39.314,,0.397,
A2#3664409,A2,0.172128,legit,58.004,,0.41,
B0#3663650,B0,0.166514,legit,,0.395,,14.5184
B0#3664039,B0,0.008137,legit,,0.352,,70.6054
A2#3663923,A2,0.040145,legit,41.326,,0.414,
A2#3664000,A2,0.01924,legit,44.799,,0.434,
A2#3664541,A2,0.010133,legit,43.548,,0.388,
A1#3664175,A1,0.044335,legit,19.689,0.43,,
B0#3664191,B0,0.049066,legit,,0.375,,90.7412
A2#3664043,A2,0.17225,legit,48.761,,0.416,
A1#3663723,A1,0.276016,legit,13.145,0.42,,
enrichment_off#3663691,A2,0.176628,legit,37.377,,0.65,
B0#3664274,B0,0.11087,legit,,0.368,,103.0057
A2#3663691,A2,0.177462,legit,38.849,,0.39,
B0#3664139,B0,0.008048,legit,,0.367,,83.5906
A2#3663890,A2,0.10219,legit,42.181,,3.95,
A2#3664158,A2,0.174951,legit,48.952,,0.496,
B0#3664179,B0,0.083071,legit,,0.429,,88.9511
A2#3663767,A2,0.20939,legit,39.272,,0.359,
A2#3663751,A2,0.172757,legit,43.806,,0.406,
B0#3664054,B0,0.100247,legit,,0.413,,72.4724
3663609,A2,0.070097,legit,3831.568,,4.436,
A2#3663707,A2,0.040748,legit,37.821,,0.394,
A2#3663631,A2,0.026552,legit,36.833,,0.388,
enrichment_off#3663736,A2,0.153962,legit,39.496,,0.651,
B0#3664434,B0,0.019309,legit,,0.386,,128.6823
B0#3664327,B0,0.080906,legit,,0.411,,112.8461
B0#3664356,B0,0.028744,legit,,0.377,,118.3732
B0#3663660,B0,0.025138,legit,,0.372,,15.584
A2#3664087,A2,0.091565,legit,37.803,,0.411,
A1#3664003,A1,0.182177,legit,13.167,0.387,,
A2#3664495,A2,0.016372,legit,38.707,,0.405,
B0#3664452,B0,0.083687,legit,,0.412,,131.5222
A1#3664234,A1,0.070538,legit,14.987,0.378,,
A2#3664080,A2,0.049114,legit,44.462,,0.442,
A1#3663764,A1,0.04134,legit,26.084,0.406,,
B0#3664418,B0,0.047542,legit,,0.433,,126.6552
B0#3664544,B0,0.061847,legit,,0.384,,145.8372
B0#3664128,B0,0.028694,legit,,0.371,,82.2993
A1#3663931,A1,0.2083,legit,13.211,0.367,,
B0#3664419,B0,0.032748,legit,,0.373,,126.7714
enrichment_on#3663604,A2,0.034505,legit,4827.869,,2.567,
A1#3663782,A1,0.187957,legit,14.544,0.402,,
A2#3664437,A2,0.112291,legit,44.543,,0.392,
3663654,A2,0.041231,legit,56.225,,0.645,
A1#3663595,A1,0.009476,legit,13.669,0.392,,
A2#3663868,A2,0.100436,legit,84.421,,0.402,
enrichment_on#3663725,A2,0.058257,legit,37.606,,0.631,
A2#3663929,A2,0.035605,legit,38.938,,0.388,
B0#3663936,B0,0.138244,legit,,0.39,,54.3937
A2#3663984,A2,0.128922,legit,37.464,,0.433,
A1#3664466,A1,0.054397,legit,19.609,0.451,,
B0#3664192,B0,0.075746,legit,,0.398,,90.9045
A2#3664077,A2,0.016514,legit,46.92,,6.773,
A1#3664495,A1,0.016372,legit,12.789,0.516,,
B0#3663937,B0,0.061781,legit,,0.396,,54.5532
B0#3664027,B0,0.031304,legit,,0.362,,69.1644
A2#3663750,A2,0.039261,legit,40.491,,0.385,
enrichment_off#3663609,A2,0.070097,legit,5238.597,,0.822,
A2#3663723,A2,0.276016,legit,49.74,,0.411,
A1#3664049,A1,0.028795,legit,16.33,0.431,,
A2#3663836,A2,0.979826,fraud,45.572,,0.416,
A2#3664139,A2,0.008048,legit,37.621,,0.395,
A1#3664271,A1,0.016802,legit,16.356,0.396,,
A1#3663973,A1,0.167859,legit,13.579,0.445,,
B0#3664268,B0,0.050877,legit,,0.367,,102.0914
A1#3663567,A1,0.223282,legit,6218.463,0.37,,
A2#3664056,A2,0.12164,legit,38.682,,0.396,
A1#3663732,A1,0.025546,legit,15.323,0.381,,
A2#3664231,A2,0.013564,legit,65.298,,0.407,
A2#3664270,A2,0.061063,legit,39.073,,0.406,
B0#3664355,B0,0.020124,legit,,0.387,,118.2784
B0#3663641,B0,0.140366,legit,,0.389,,13.3491
enrichment_off#3663591,A2,0.021237,legit,6275.532,,0.835,
B0#3664068,B0,0.317559,legit,,0.378,,74.3593
A1#3664155,A1,0.042479,legit,15.404,0.382,,
3663559,A2,0.075233,legit,7691.26,,6.241,
A1#3664138,A1,0.048295,legit,14.997,0.385,,
A2#3663786,A2,0.081303,legit,73.601,,0.389,
A1#3664304,A1,0.034912,legit,18.424,0.4,,
enrichment_on#3663642,A2,0.060857,legit,2663.073,,0.775,
B0#3663929,B0,0.035605,legit,,0.478,,53.2885
B0#3663963,B0,0.047432,legit,,0.411,,58.7479
A2#3664508,A2,0.101983,legit,44.173,,0.377,
B0#3663772,B0,0.13507,legit,,0.364,,31.0616
A1#3663794,A1,0.07659,legit,15.651,0.39,,
enrichment_off#3663745,A2,0.385429,legit,85.656,,0.613,
A2#3664204,A2,0.205357,legit,46.439,,0.42,
enrichment_off#3663747,A2,0.052005,legit,43.974,,2.311,
enrichment_on#3663735,A2,0.194351,legit,39.143,,0.62,
B0#3663746,B0,0.11028,legit,,0.369,,26.9134
enrichment_off#3663631,A2,0.026552,legit,3421.107,,0.82,
A1#3663943,A1,0.02691,legit,16.464,0.375,,
A1#3663806,A1,0.08613,legit,54.325,0.398,,
enrichment_on#3663552,A2,0.027429,legit,7534.655,,6.215,
A2#3664024,A2,0.270341,legit,47.358,,0.404,
A1#3663993,A1,0.213772,legit,15.944,0.419,,
A2#3663834,A2,0.116984,legit,42.356,,0.389,
B0#3663667,B0,0.08329,legit,,0.365,,16.6215
A2#3664374,A2,0.117238,legit,37.713,,0.403,
A2#3664179,A2,0.083071,legit,47.138,,6.653,
3663651,A2,0.021604,legit,406.288,,0.712,
A2#3664289,A2,0.014978,legit,37.572,,0.395,
enrichment_off#3663650,A2,0.166514,legit,1446.277,,0.804,
3663562,A2,0.031443,legit,7095.861,,0.807,
B0#3663949,B0,0.265479,legit,,0.379,,56.6913
A1#3663991,A1,0.032077,legit,13.95,0.394,,
A2#3663551,A2,0.018437,legit,7380.774,,4.09,
B0#3664220,B0,0.005757,legit,,0.363,,94.7534
A2#3663911,A2,0.045502,legit,47.45,,0.458,
enrichment_off#3663723,A2,0.276016,legit,37.649,,0.615,
A2#3664284,A2,0.051344,legit,38.727,,0.425,
enrichment_on#3663726,A2,0.14281,legit,40.49,,0.609,
A2#3663926,A2,0.050384,legit,37.877,,0.4,
B0#3663960,B0,0.031698,legit,,0.436,,58.3581
A1#3663984,A1,0.11138,legit,17.388,0.423,,
A2#3664072,A2,0.430393,legit,37.881,,0.382,
enrichment_on#3663703,A2,0.037782,legit,40.717,,0.948,
3663558,A2,0.064006,legit,10113.595,,9.282,
A1#3663688,A1,0.018268,legit,13.604,0.384,,
A2#3663677,A2,0.015284,legit,53.743,,0.446,
B0#3663685,B0,0.136604,legit,,0.376,,18.8325
enrichment_off#3663709,A2,0.113103,legit,39.492,,0.628,
A2#3664373,A2,0.045482,legit,39.542,,0.387,
A2#3664498,A2,0.060616,legit,41.23,,0.444,
A1#3663707,A1,0.040748,legit,12.975,0.404,,
B0#3663559,B0,0.075233,legit,,0.442,,1.9881
A2#3664438,A2,0.021332,legit,44.748,,0.401,
A2#3664059,A2,0.055222,legit,41.311,,0.401,
A1#3664415,A1,0.084391,legit,14.123,0.392,,
B0#3664310,B0,0.094046,legit,,0.408,,108.6334
A1#3664098,A1,0.045538,legit,16.12,0.488,,
A1#3664346,A1,0.070107,legit,15.396,0.442,,
B0#3663639,B0,0.0247,legit,,0.348,,13.1026
A1#3664405,A1,0.162363,legit,15.465,0.42,,
enrichment_on#3663678,A2,0.042409,legit,66.488,,0.585,
A1#3663953,A1,0.032366,legit,15.074,0.421,,
A1#3664032,A1,0.031424,legit,15.481,0.469,,
3663732,A2,0.023884,legit,38.574,,0.581,
B0#3664009,B0,0.151884,legit,,0.379,,66.6217
A1#3663725,A1,0.058257,legit,13.992,0.413,,
A1#3664540,A1,0.019724,legit,16.013,0.398,,
B0#3664135,B0,0.018459,legit,,0.36,,83.0695
B0#3664106,B0,0.138966,legit,,0.349,,79.5107
A2#3664068,A2,0.317559,legit,44.556,,0.38,
A1#3663631,A1,0.026552,legit,12.146,0.367,,
B0#3664153,B0,0.03289,legit,,0.372,,85.365
A1#3663730,A1,0.010944,legit,18.111,0.415,,
A1#3664355,A1,0.020124,legit,18.346,0.46,,
enrichment_on#3663602,A2,0.413606,legit,4786.841,,0.704,
B0#3664352,B0,0.036599,legit,,0.372,,117.8866
B0#3663621,B0,0.022382,legit,,0.418,,10.7485
3663728,A2,0.019316,legit,36.924,,0.582,
3663566,A2,0.108208,legit,6865.976,,0.794,
A1#3664211,A1,0.192602,legit,19.577,0.364,,
A1#3664190,A1,0.021946,legit,22.072,0.39,,
A1#3664367,A1,0.102106,legit,22.236,0.414,,
A2#3664310,A2,0.094046,legit,71.434,,0.406,
enrichment_on#3663566,A2,0.108208,legit,9568.574,,6.225,
B0#3663778,B0,0.888715,fraud,,0.368,,31.9189
A1#3663599,A1,0.033297,legit,13.154,0.393,,
A2#3664138,A2,0.035181,legit,53.449,,0.439,
3663595,A2,0.009476,legit,4688.976,,0.794,
B0#3663984,B0,0.11138,legit,,0.404,,61.7411
B0#3663674,B0,0.050433,legit,,0.431,,17.4143
A2#3664123,A2,0.176561,legit,40.223,,2.092,
A1#3664456,A1,0.049512,legit,17.517,0.383,,
A2#3663687,A2,0.169044,legit,38.501,,0.409,
B0#3663620,B0,0.035294,legit,,0.408,,10.6503
A1#3663581,A1,0.26611,legit,2708.767,0.394,,
B0#3664505,B0,0.090576,legit,,0.373,,140.6108
A1#3664480,A1,0.084609,legit,14.501,0.403,,
A2#3664475,A2,0.138616,legit,45.418,,0.433,
B0#3664152,B0,0.04931,legit,,0.366,,85.2358
A1#3664213,A1,0.091004,legit,15.697,0.424,,
A1#3664044,A1,0.004326,legit,14.19,0.388,,
A1#3664520,A1,0.067739,legit,23.142,0.402,,
A2#3664232,A2,0.012375,legit,50.213,,0.485,
B0#3664323,B0,0.055763,legit,,0.402,,111.8174
B0#3663762,B0,0.014994,legit,,0.366,,29.4959
A2#3664364,A2,0.082937,legit,44.514,,5.74,
B0#3664241,B0,0.114612,legit,,0.403,,97.5756
A1#3663632,A1,0.172971,legit,13.447,0.412,,
A2#3664214,A2,0.179929,legit,45.316,,5.609,
A1#3664442,A1,0.108683,legit,13.853,0.381,,
A1#3663822,A1,0.027353,legit,16.048,0.401,,
A1#3663893,A1,0.329944,legit,15.62,0.398,,
A2#3663618,A2,0.038733,legit,55.106,,0.448,
enrichment_on#3663723,A2,0.276016,legit,43.839,,5.593,
A1#3663651,A1,0.021604,legit,14.314,0.382,,
B0#3664216,B0,0.030101,legit,,0.389,,94.2283
A1#3664434,A1,0.019309,legit,14.963,0.433,,
A1#3664212,A1,0.03086,legit,13.089,0.434,,
A2#3663869,A2,0.087475,legit,51.667,,0.393,
A1#3664016,A1,0.026248,legit,14.902,0.391,,
A1#3664508,A1,0.101983,legit,14.828,0.378,,
A1#3664026,A1,0.124155,legit,14.858,0.39,,
A1#3663994,A1,0.036969,legit,18.838,0.407,,
enrichment_on#3663711,A2,0.041444,legit,71.713,,5.407,
A2#3664094,A2,0.079615,legit,41.046,,0.432,
A2#3664157,A2,0.043899,legit,45.705,,0.401,
A2#3663766,A2,0.080719,legit,38.718,,0.393,
A2#3663876,A2,0.211329,legit,45.16,,0.435,
A1#3663807,A1,0.033835,legit,15.846,0.387,,
B0#3663564,B0,0.059696,legit,,0.383,,2.7361
A1#3663919,A1,0.389666,legit,14.557,0.367,,
A1#3664406,A1,0.01534,legit,18.069,0.403,,
B0#3663733,B0,0.084864,legit,,0.375,,24.8777
enrichment_off#3663635,A2,0.047963,legit,2939.502,,0.686,
A2#3664028,A2,0.041251,legit,39.045,,0.412,
3663644,A2,0.06941,legit,1068.288,,0.712,
A1#3664086,A1,0.084607,legit,15.255,0.405,,
A1#3664464,A1,0.097268,legit,26.59,0.481,,
A2#3664124,A2,0.158062,legit,53.704,,0.394,
B0#3664018,B0,0.056694,legit,,0.396,,68.0164
A2#3664271,A2,0.016802,legit,45.982,,0.426,
A2#3664329,A2,0.228704,legit,41.968,,0.42,
A2#3663921,A2,0.450108,legit,38.759,,0.395,
A1#3663580,A1,0.177187,legit,3109.264,0.382,,
enrichment_on#3663667,A2,0.08329,legit,102.039,,0.85,
A2#3664501,A2,0.083704,legit,41.574,,0.405,
3663668,A2,0.037599,legit,37.524,,0.567,
